Shipment_ID,Origin_Hub,Destination_City,Courier_Partner,Distance_KM,Expected_Days,Actual_Days,Shipping_Cost_SAR,Weight_KG,Delivery_Status,Is_Delayed
KSA-LOG-1477,Dammam Logistics Gateway,Dammam,SPL (Saudi Post),1013,3,3,173.09,26.82,On-Time,0
KSA-LOG-1478,Madinah Distribution Center,Riyadh,Aramex KSA,1301,4,4,196.88,27.12,On-Time,0
KSA-LOG-1479,Riyadh Central Hub,Riyadh,SAL Express,518,2,2,102.12,14.27,On-Time,0
KSA-LOG-1480,Dammam Logistics Gateway,NEOM,Aramex KSA,1000,3,3,133.1,11.24,On-Time,0
KSA-LOG-1481,Dammam Logistics Gateway,Riyadh,SMSA Express,192,1,2,77.26,14.76,Delayed - Traffic/Route,1
KSA-LOG-1482,Riyadh Central Hub,Tabuk,SAL Express,637,2,2,146.06,28.04,On-Time,0
KSA-LOG-1483,Dammam Logistics Gateway,Khobar,SMSA Express,227,1,1,48.01,1.94,On-Time,0
KSA-LOG-1484,Dammam Logistics Gateway,Tabuk,SMSA Express,975,3,3,216.52,45.41,On-Time,0
KSA-LOG-1485,Madinah Distribution Center,Tabuk,SAL Express,823,3,3,111.44,8.24,On-Time,0
KSA-LOG-1486,Jeddah Port Hub,NEOM,SPL (Saudi Post),850,3,3,121.48,11.39,On-Time,0
KSA-LOG-1487,Jeddah Port Hub,NEOM,Aramex KSA,908,3,3,163.01,26.15,On-Time,0
KSA-LOG-1488,Madinah Distribution Center,Riyadh,Aramex KSA,877,3,3,184.28,35.65,On-Time,0
KSA-LOG-1489,NEOM Supply Hub,Jeddah,SMSA Express,1074,3,3,124.02,5.24,On-Time,0
KSA-LOG-1490,Riyadh Central Hub,Jeddah,SMSA Express,1051,3,3,149.66,16.23,On-Time,0
KSA-LOG-1491,Dammam Logistics Gateway,NEOM,Aramex KSA,1038,3,4,229.17,48.45,Delayed - Customs,1
KSA-LOG-1492,Jeddah Port Hub,Riyadh,SMSA Express,1142,3,3,150.08,13.49,On-Time,0
KSA-LOG-1493,Jeddah Port Hub,Jeddah,SAL Express,1341,4,4,172.28,16.0,On-Time,0
KSA-LOG-1494,Riyadh Central Hub,Riyadh,SMSA Express,488,2,2,168.82,41.91,On-Time,0
KSA-LOG-1495,Riyadh Central Hub,Riyadh,Aramex KSA,342,1,1,59.84,2.99,On-Time,0
KSA-LOG-1496,Dammam Logistics Gateway,Riyadh,SMSA Express,432,2,2,118.31,23.5,On-Time,0
KSA-LOG-1497,Jeddah Port Hub,Madinah,SAL Express,539,2,5,116.34,19.29,Delayed - Traffic/Route,1
KSA-LOG-1498,Madinah Distribution Center,Tabuk,Aramex KSA,1149,3,3,157.34,16.17,On-Time,0
KSA-LOG-1499,Madinah Distribution Center,Riyadh,SAL Express,674,2,3,115.52,14.64,Delayed - Customs,1
KSA-LOG-1500,Dammam Logistics Gateway,Madinah,SAL Express,808,3,3,102.19,5.02,On-Time,0
KSA-LOG-1501,Riyadh Central Hub,NEOM,SAL Express,865,3,3,134.4,16.08,On-Time,0
KSA-LOG-1502,Riyadh Central Hub,Jeddah,SAL Express,1040,3,3,114.78,2.63,On-Time,0
KSA-LOG-1503,NEOM Supply Hub,Tabuk,Aramex KSA,1262,4,4,223.86,39.16,On-Time,0
KSA-LOG-1504,Dammam Logistics Gateway,Khobar,SMSA Express,1268,4,5,176.96,20.21,Delayed - Weather,1
KSA-LOG-1505,Jeddah Port Hub,Jeddah,SAL Express,601,2,4,129.26,22.47,Delayed - Customs,1
KSA-LOG-1506,Madinah Distribution Center,Tabuk,SPL (Saudi Post),577,2,2,182.98,44.73,On-Time,0
KSA-LOG-1507,NEOM Supply Hub,Khobar,SPL (Saudi Post),1324,4,4,213.6,33.07,On-Time,0
KSA-LOG-1508,Madinah Distribution Center,Jeddah,SPL (Saudi Post),1195,3,3,122.85,0.9,On-Time,0
KSA-LOG-1509,Dammam Logistics Gateway,Tabuk,SAL Express,1032,3,4,225.54,47.19,Delayed - Warehouse,1
KSA-LOG-1510,Dammam Logistics Gateway,Jeddah,SMSA Express,462,2,2,92.56,12.24,On-Time,0
KSA-LOG-1511,Riyadh Central Hub,Jeddah,SPL (Saudi Post),989,3,3,118.7,5.83,On-Time,0
KSA-LOG-1512,Madinah Distribution Center,Khobar,Aramex KSA,668,2,2,174.74,38.52,On-Time,0
KSA-LOG-1513,NEOM Supply Hub,Jeddah,SAL Express,1379,4,4,198.5,25.27,On-Time,0
KSA-LOG-1514,Jeddah Port Hub,Jeddah,SAL Express,524,2,2,121.84,21.97,On-Time,0
KSA-LOG-1515,Jeddah Port Hub,Khobar,SMSA Express,600,2,3,105.12,12.85,Delayed - Warehouse,1
KSA-LOG-1516,Riyadh Central Hub,NEOM,SPL (Saudi Post),1164,3,3,187.12,27.6,On-Time,0
KSA-LOG-1517,NEOM Supply Hub,Riyadh,SMSA Express,744,2,2,119.72,14.08,On-Time,0
KSA-LOG-1518,Madinah Distribution Center,Dammam,SMSA Express,1352,4,4,245.98,45.13,On-Time,0
KSA-LOG-1519,Jeddah Port Hub,Madinah,SAL Express,1383,4,6,163.51,11.15,Delayed - Customs,1
KSA-LOG-1520,Dammam Logistics Gateway,Dammam,Aramex KSA,649,2,2,187.62,44.28,On-Time,0
KSA-LOG-1521,Riyadh Central Hub,Dammam,Aramex KSA,613,2,2,144.51,28.19,On-Time,0
KSA-LOG-1522,Madinah Distribution Center,Tabuk,SMSA Express,1297,4,7,232.53,41.51,Delayed - Customs,1
KSA-LOG-1523,NEOM Supply Hub,Riyadh,Aramex KSA,262,1,1,135.44,35.79,On-Time,0
KSA-LOG-1524,NEOM Supply Hub,Tabuk,SPL (Saudi Post),1185,3,3,207.28,34.99,On-Time,0
KSA-LOG-1525,Riyadh Central Hub,Riyadh,SAL Express,1299,4,4,170.32,16.56,On-Time,0
KSA-LOG-1526,Riyadh Central Hub,Khobar,SMSA Express,480,2,2,93.6,12.08,On-Time,0
KSA-LOG-1527,Jeddah Port Hub,Khobar,SAL Express,289,1,4,75.47,10.94,Delayed - Traffic/Route,1
KSA-LOG-1528,Jeddah Port Hub,Riyadh,Aramex KSA,1051,3,3,216.4,42.93,On-Time,0
KSA-LOG-1529,NEOM Supply Hub,Jeddah,SMSA Express,1270,4,6,229.38,41.11,Delayed - Customs,1
KSA-LOG-1530,NEOM Supply Hub,NEOM,Aramex KSA,666,2,4,134.06,22.31,Delayed - Warehouse,1
KSA-LOG-1531,Madinah Distribution Center,Jeddah,Aramex KSA,718,2,2,100.06,7.05,On-Time,0
KSA-LOG-1532,Madinah Distribution Center,NEOM,SMSA Express,995,3,3,153.15,19.42,On-Time,0
KSA-LOG-1533,Dammam Logistics Gateway,Tabuk,SPL (Saudi Post),1242,4,4,202.26,31.16,On-Time,0
KSA-LOG-1534,NEOM Supply Hub,NEOM,SMSA Express,267,1,4,103.84,22.99,Delayed - Traffic/Route,1
KSA-LOG-1535,Madinah Distribution Center,Tabuk,SAL Express,1037,3,3,205.76,39.12,On-Time,0
KSA-LOG-1536,NEOM Supply Hub,Khobar,Aramex KSA,1232,4,4,248.26,49.88,On-Time,0
KSA-LOG-1537,Jeddah Port Hub,Dammam,Aramex KSA,1206,4,7,146.38,9.96,Delayed - Customs,1
KSA-LOG-1538,Riyadh Central Hub,Khobar,SAL Express,199,1,1,99.04,23.25,On-Time,0
KSA-LOG-1539,Jeddah Port Hub,Khobar,SPL (Saudi Post),168,1,4,93.01,21.83,Delayed - Warehouse,1
KSA-LOG-1540,Madinah Distribution Center,Dammam,SPL (Saudi Post),875,3,3,133.93,15.57,On-Time,0
KSA-LOG-1541,Dammam Logistics Gateway,NEOM,SAL Express,346,1,1,78.46,10.31,On-Time,0
KSA-LOG-1542,Jeddah Port Hub,NEOM,SPL (Saudi Post),708,2,2,91.02,3.75,On-Time,0
KSA-LOG-1543,Dammam Logistics Gateway,Tabuk,SAL Express,601,2,2,184.1,44.41,On-Time,0
KSA-LOG-1544,Dammam Logistics Gateway,Jeddah,SAL Express,438,2,2,113.24,21.28,On-Time,0
KSA-LOG-1545,Riyadh Central Hub,Tabuk,SAL Express,1314,4,4,192.87,25.1,On-Time,0
KSA-LOG-1546,Jeddah Port Hub,Jeddah,SPL (Saudi Post),1257,4,4,240.28,45.89,On-Time,0
KSA-LOG-1547,Dammam Logistics Gateway,Khobar,Aramex KSA,540,2,2,165.52,38.93,On-Time,0
KSA-LOG-1548,Riyadh Central Hub,Dammam,SAL Express,364,1,1,71.52,6.96,On-Time,0
KSA-LOG-1549,NEOM Supply Hub,Khobar,SMSA Express,364,1,1,125.34,28.49,On-Time,0
KSA-LOG-1550,Riyadh Central Hub,Riyadh,Aramex KSA,277,1,1,103.14,22.39,On-Time,0
KSA-LOG-1551,NEOM Supply Hub,NEOM,SAL Express,909,3,3,197.62,39.96,On-Time,0
KSA-LOG-1552,Dammam Logistics Gateway,Jeddah,SPL (Saudi Post),553,2,2,160.12,36.35,On-Time,0
KSA-LOG-1553,Dammam Logistics Gateway,Tabuk,Aramex KSA,1202,4,4,207.86,34.68,On-Time,0
KSA-LOG-1554,NEOM Supply Hub,Dammam,SMSA Express,487,2,2,107.36,17.36,On-Time,0
KSA-LOG-1555,Riyadh Central Hub,Jeddah,SPL (Saudi Post),980,3,3,204.28,40.35,On-Time,0
KSA-LOG-1556,Jeddah Port Hub,Tabuk,SMSA Express,863,3,3,101.76,3.09,On-Time,0
KSA-LOG-1557,Jeddah Port Hub,NEOM,SPL (Saudi Post),510,2,2,86.8,8.4,On-Time,0
KSA-LOG-1558,NEOM Supply Hub,Khobar,Aramex KSA,718,2,2,125.22,17.11,On-Time,0
KSA-LOG-1559,Dammam Logistics Gateway,NEOM,Aramex KSA,367,1,4,65.11,4.3,Delayed - Weather,1
KSA-LOG-1560,Dammam Logistics Gateway,Madinah,SAL Express,351,1,1,83.4,12.13,On-Time,0
KSA-LOG-1561,Jeddah Port Hub,Riyadh,SPL (Saudi Post),166,1,1,142.26,41.59,On-Time,0
KSA-LOG-1562,Jeddah Port Hub,Madinah,SMSA Express,471,2,5,181.28,47.44,Delayed - Warehouse,1
KSA-LOG-1563,Jeddah Port Hub,Dammam,SAL Express,667,2,4,117.31,15.58,Delayed - Warehouse,1
KSA-LOG-1564,Riyadh Central Hub,Jeddah,SAL Express,830,3,3,125.38,13.59,On-Time,0
KSA-LOG-1565,Dammam Logistics Gateway,Dammam,SMSA Express,1255,4,4,161.28,14.35,On-Time,0
KSA-LOG-1566,Riyadh Central Hub,Khobar,SMSA Express,574,2,2,106.54,14.25,On-Time,0
KSA-LOG-1567,Riyadh Central Hub,Tabuk,Aramex KSA,1377,4,4,140.86,2.28,On-Time,0
KSA-LOG-1568,Madinah Distribution Center,NEOM,SPL (Saudi Post),1168,3,3,234.39,46.38,On-Time,0
KSA-LOG-1569,Riyadh Central Hub,Madinah,SAL Express,536,2,2,95.58,11.08,On-Time,0
KSA-LOG-1570,Riyadh Central Hub,Madinah,Aramex KSA,927,3,3,152.38,21.29,On-Time,0
KSA-LOG-1571,NEOM Supply Hub,Khobar,SAL Express,247,1,2,47.21,0.98,Delayed - Customs,1
KSA-LOG-1572,Riyadh Central Hub,Madinah,SPL (Saudi Post),357,1,1,160.99,42.97,On-Time,0
KSA-LOG-1573,Dammam Logistics Gateway,Khobar,Aramex KSA,735,2,2,175.52,36.69,On-Time,0
KSA-LOG-1574,NEOM Supply Hub,Dammam,SMSA Express,315,1,4,168.6,47.36,Delayed - Customs,1
KSA-LOG-1575,Madinah Distribution Center,NEOM,Aramex KSA,171,1,1,136.66,39.19,On-Time,0
KSA-LOG-1576,Jeddah Port Hub,Jeddah,SAL Express,303,1,4,89.32,16.03,Delayed - Warehouse,1
KSA-LOG-1577,Madinah Distribution Center,Tabuk,SMSA Express,368,1,1,86.36,12.77,On-Time,0
KSA-LOG-1578,Riyadh Central Hub,Jeddah,Aramex KSA,818,3,3,178.04,35.04,On-Time,0
KSA-LOG-1579,Jeddah Port Hub,Dammam,SMSA Express,379,1,1,101.62,18.52,On-Time,0
KSA-LOG-1580,Riyadh Central Hub,Tabuk,SMSA Express,169,1,1,109.84,28.53,On-Time,0
KSA-LOG-1581,Madinah Distribution Center,Madinah,SMSA Express,702,2,2,83.18,0.81,On-Time,0
KSA-LOG-1582,Riyadh Central Hub,Riyadh,Aramex KSA,1099,3,3,121.82,3.56,On-Time,0
KSA-LOG-1583,Riyadh Central Hub,Dammam,SAL Express,297,1,1,116.26,27.0,On-Time,0
KSA-LOG-1584,Dammam Logistics Gateway,Dammam,SAL Express,1281,4,4,198.78,28.52,On-Time,0
KSA-LOG-1585,Jeddah Port Hub,NEOM,Aramex KSA,552,2,2,163.41,37.7,On-Time,0
KSA-LOG-1586,Jeddah Port Hub,Jeddah,Aramex KSA,745,2,2,102.18,7.03,On-Time,0
KSA-LOG-1587,Jeddah Port Hub,Dammam,SAL Express,516,2,2,131.03,25.9,On-Time,0
KSA-LOG-1588,Jeddah Port Hub,Dammam,SAL Express,951,3,3,126.4,10.13,On-Time,0
KSA-LOG-1589,Jeddah Port Hub,Madinah,SAL Express,1067,3,4,123.14,5.11,Delayed - Warehouse,1
KSA-LOG-1590,Jeddah Port Hub,Madinah,SAL Express,1307,4,5,181.61,20.82,Delayed - Customs,1
KSA-LOG-1591,Dammam Logistics Gateway,Tabuk,SMSA Express,222,1,2,64.24,8.59,Delayed - Warehouse,1
KSA-LOG-1592,Jeddah Port Hub,Khobar,Aramex KSA,630,2,2,104.1,11.48,On-Time,0
KSA-LOG-1593,Riyadh Central Hub,Khobar,Aramex KSA,709,2,2,122.27,16.22,On-Time,0
KSA-LOG-1594,NEOM Supply Hub,Riyadh,Aramex KSA,894,3,4,129.87,13.34,Delayed - Weather,1
KSA-LOG-1595,Riyadh Central Hub,Khobar,SMSA Express,249,1,1,57.02,4.84,On-Time,0
KSA-LOG-1596,Dammam Logistics Gateway,NEOM,Aramex KSA,1232,4,4,135.94,4.95,On-Time,0
KSA-LOG-1597,Jeddah Port Hub,Riyadh,SMSA Express,657,2,2,102.74,10.07,On-Time,0
KSA-LOG-1598,Jeddah Port Hub,Tabuk,SPL (Saudi Post),407,2,2,65.06,3.0,On-Time,0
KSA-LOG-1599,Jeddah Port Hub,Madinah,Aramex KSA,562,2,2,148.74,31.51,On-Time,0
KSA-LOG-1600,Jeddah Port Hub,Khobar,SAL Express,1238,4,4,160.84,14.72,On-Time,0
KSA-LOG-1601,Jeddah Port Hub,Jeddah,Aramex KSA,744,2,2,120.4,14.35,On-Time,0
KSA-LOG-1602,Jeddah Port Hub,Madinah,SAL Express,1327,4,4,173.48,16.93,On-Time,0
KSA-LOG-1603,Jeddah Port Hub,NEOM,Aramex KSA,415,2,2,141.48,33.31,On-Time,0
KSA-LOG-1604,Jeddah Port Hub,Madinah,SAL Express,970,3,3,211.6,43.6,On-Time,0
KSA-LOG-1605,Riyadh Central Hub,NEOM,SAL Express,1252,4,4,220.33,38.07,On-Time,0
KSA-LOG-1606,Jeddah Port Hub,NEOM,SPL (Saudi Post),811,3,4,181.15,36.51,Delayed - Customs,1
KSA-LOG-1607,Riyadh Central Hub,NEOM,SAL Express,1096,3,4,173.88,24.48,Delayed - Warehouse,1
KSA-LOG-1608,Riyadh Central Hub,Tabuk,Aramex KSA,709,2,2,168.82,34.84,On-Time,0
KSA-LOG-1609,Dammam Logistics Gateway,NEOM,SAL Express,1066,3,3,179.93,27.86,On-Time,0
KSA-LOG-1610,Jeddah Port Hub,NEOM,Aramex KSA,1040,3,3,136.2,11.2,On-Time,0
KSA-LOG-1611,NEOM Supply Hub,Jeddah,Aramex KSA,1017,3,3,133.44,10.83,On-Time,0
KSA-LOG-1612,Dammam Logistics Gateway,Riyadh,SMSA Express,759,2,2,123.64,15.17,On-Time,0
KSA-LOG-1613,Jeddah Port Hub,Dammam,SAL Express,563,2,2,183.99,45.58,On-Time,0
KSA-LOG-1614,NEOM Supply Hub,Riyadh,SAL Express,174,1,1,107.92,27.6,On-Time,0
KSA-LOG-1615,Madinah Distribution Center,NEOM,SAL Express,433,2,2,151.71,36.83,On-Time,0
KSA-LOG-1616,Jeddah Port Hub,Jeddah,SAL Express,1030,3,5,151.52,17.65,Delayed - Customs,1
KSA-LOG-1617,Jeddah Port Hub,Madinah,Aramex KSA,450,2,2,112.7,20.68,On-Time,0
KSA-LOG-1618,NEOM Supply Hub,Jeddah,SPL (Saudi Post),1241,4,4,141.08,6.72,On-Time,0
KSA-LOG-1619,Dammam Logistics Gateway,NEOM,SPL (Saudi Post),1180,3,4,141.85,8.98,Delayed - Warehouse,1
KSA-LOG-1620,Jeddah Port Hub,Jeddah,Aramex KSA,966,3,3,205.9,41.45,On-Time,0
KSA-LOG-1621,Jeddah Port Hub,Khobar,Aramex KSA,1310,4,4,203.42,29.45,On-Time,0
KSA-LOG-1622,Riyadh Central Hub,Jeddah,Aramex KSA,1337,4,4,174.98,17.21,On-Time,0
KSA-LOG-1623,Riyadh Central Hub,NEOM,SAL Express,232,1,2,144.16,40.24,Delayed - Customs,1
KSA-LOG-1624,Dammam Logistics Gateway,Tabuk,SPL (Saudi Post),1246,4,6,156.43,12.7,Delayed - Traffic/Route,1
KSA-LOG-1625,Riyadh Central Hub,Khobar,Aramex KSA,195,1,1,162.62,48.81,On-Time,0
KSA-LOG-1626,Riyadh Central Hub,Jeddah,SMSA Express,767,2,2,130.28,17.57,On-Time,0
KSA-LOG-1627,Dammam Logistics Gateway,Dammam,SAL Express,1077,3,3,154.16,17.2,On-Time,0
KSA-LOG-1628,Jeddah Port Hub,Dammam,SMSA Express,411,2,2,97.73,15.94,On-Time,0
KSA-LOG-1629,Jeddah Port Hub,Jeddah,SMSA Express,325,1,1,67.35,6.54,On-Time,0
KSA-LOG-1630,Dammam Logistics Gateway,Tabuk,SPL (Saudi Post),1339,4,4,147.12,6.0,On-Time,0
KSA-LOG-1631,NEOM Supply Hub,Madinah,SMSA Express,806,3,3,170.93,32.58,On-Time,0
KSA-LOG-1632,Riyadh Central Hub,NEOM,SMSA Express,991,3,3,213.83,43.82,On-Time,0
KSA-LOG-1633,Riyadh Central Hub,Dammam,SPL (Saudi Post),519,2,2,165.6,39.63,On-Time,0
KSA-LOG-1634,Jeddah Port Hub,Madinah,SAL Express,203,1,1,59.94,7.48,On-Time,0
KSA-LOG-1635,Riyadh Central Hub,Jeddah,SMSA Express,839,3,3,160.9,27.51,On-Time,0
KSA-LOG-1636,Riyadh Central Hub,Madinah,SAL Express,1300,4,5,143.32,5.73,Delayed - Customs,1
KSA-LOG-1637,Jeddah Port Hub,Khobar,Aramex KSA,516,2,2,73.13,2.74,On-Time,0
KSA-LOG-1638,Jeddah Port Hub,Riyadh,SPL (Saudi Post),793,2,2,170.92,32.99,On-Time,0
KSA-LOG-1639,Riyadh Central Hub,Dammam,SAL Express,528,2,5,134.72,26.99,Delayed - Weather,1
KSA-LOG-1640,Jeddah Port Hub,Jeddah,SPL (Saudi Post),222,1,1,54.16,4.56,On-Time,0
KSA-LOG-1641,Riyadh Central Hub,NEOM,SAL Express,1064,3,3,115.7,2.23,On-Time,0
KSA-LOG-1642,Jeddah Port Hub,Tabuk,SPL (Saudi Post),1009,3,3,229.44,49.49,On-Time,0
KSA-LOG-1643,Riyadh Central Hub,Khobar,Aramex KSA,192,1,4,45.34,1.99,Delayed - Traffic/Route,1
KSA-LOG-1644,Jeddah Port Hub,Jeddah,Aramex KSA,526,2,3,123.33,22.5,Delayed - Customs,1
KSA-LOG-1645,NEOM Supply Hub,NEOM,SAL Express,1214,4,4,185.82,25.48,On-Time,0
KSA-LOG-1646,Dammam Logistics Gateway,Tabuk,SPL (Saudi Post),319,1,1,66.29,6.31,On-Time,0
KSA-LOG-1647,Dammam Logistics Gateway,Tabuk,Aramex KSA,361,1,1,76.05,8.87,On-Time,0
KSA-LOG-1648,NEOM Supply Hub,Jeddah,SAL Express,188,1,1,84.82,17.91,On-Time,0
KSA-LOG-1649,Riyadh Central Hub,Khobar,Aramex KSA,518,2,4,161.94,38.2,Delayed - Weather,1
KSA-LOG-1650,Jeddah Port Hub,Madinah,SAL Express,906,3,6,161.48,25.6,Delayed - Weather,1
KSA-LOG-1651,Riyadh Central Hub,Madinah,SPL (Saudi Post),300,1,1,129.2,32.08,On-Time,0
KSA-LOG-1652,Dammam Logistics Gateway,Tabuk,SAL Express,1284,4,6,250.9,49.27,Delayed - Customs,1
KSA-LOG-1653,Dammam Logistics Gateway,Madinah,Aramex KSA,1220,4,7,218.9,38.52,Delayed - Warehouse,1
KSA-LOG-1654,Riyadh Central Hub,Riyadh,SMSA Express,1173,3,3,173.84,22.0,On-Time,0
KSA-LOG-1655,Jeddah Port Hub,Tabuk,SAL Express,886,3,4,152.38,22.6,Delayed - Customs,1
KSA-LOG-1656,Jeddah Port Hub,Tabuk,SAL Express,218,1,3,120.26,31.13,Delayed - Traffic/Route,1
KSA-LOG-1657,Riyadh Central Hub,NEOM,SAL Express,448,2,2,144.44,33.44,On-Time,0
KSA-LOG-1658,Dammam Logistics Gateway,Madinah,SMSA Express,1093,3,5,175.66,25.29,Delayed - Weather,1
KSA-LOG-1659,Dammam Logistics Gateway,Khobar,SAL Express,951,3,5,182.13,32.42,Delayed - Weather,1
KSA-LOG-1660,Riyadh Central Hub,Tabuk,SMSA Express,445,2,2,64.75,1.66,On-Time,0
KSA-LOG-1661,Madinah Distribution Center,Khobar,SAL Express,352,1,1,107.58,21.77,On-Time,0
KSA-LOG-1662,Dammam Logistics Gateway,Riyadh,SAL Express,210,1,4,77.57,14.31,Delayed - Customs,1
KSA-LOG-1663,Jeddah Port Hub,NEOM,Aramex KSA,1095,3,3,129.83,6.89,On-Time,0
KSA-LOG-1664,Jeddah Port Hub,Jeddah,SAL Express,1112,3,3,127.54,5.43,On-Time,0
KSA-LOG-1665,Jeddah Port Hub,Khobar,SPL (Saudi Post),1334,4,4,207.62,30.36,On-Time,0
KSA-LOG-1666,Jeddah Port Hub,Tabuk,SPL (Saudi Post),480,2,2,129.45,26.42,On-Time,0
KSA-LOG-1667,Jeddah Port Hub,Riyadh,Aramex KSA,487,2,2,96.58,13.05,On-Time,0
KSA-LOG-1668,Jeddah Port Hub,Dammam,SMSA Express,788,2,2,147.56,23.81,On-Time,0
KSA-LOG-1669,Jeddah Port Hub,Riyadh,SPL (Saudi Post),424,2,5,121.1,24.87,Delayed - Weather,1
KSA-LOG-1670,Jeddah Port Hub,Riyadh,SAL Express,1337,4,7,157.34,10.15,Delayed - Weather,1
KSA-LOG-1671,NEOM Supply Hub,NEOM,SAL Express,468,2,2,144.39,32.78,On-Time,0
KSA-LOG-1672,Jeddah Port Hub,Jeddah,SAL Express,738,2,2,181.94,39.16,On-Time,0
KSA-LOG-1673,Riyadh Central Hub,Dammam,Aramex KSA,653,2,2,176.44,39.68,On-Time,0
KSA-LOG-1674,Riyadh Central Hub,Madinah,SAL Express,536,2,2,143.68,30.32,On-Time,0
KSA-LOG-1675,Madinah Distribution Center,Madinah,SMSA Express,1019,3,3,171.09,25.83,On-Time,0
KSA-LOG-1676,Jeddah Port Hub,Khobar,SPL (Saudi Post),982,3,3,112.36,3.52,On-Time,0
KSA-LOG-1677,Riyadh Central Hub,Riyadh,SPL (Saudi Post),1164,3,3,155.0,14.75,On-Time,0
KSA-LOG-1678,Madinah Distribution Center,NEOM,SMSA Express,752,2,2,97.96,5.12,On-Time,0
KSA-LOG-1679,NEOM Supply Hub,NEOM,SAL Express,840,3,4,212.73,48.21,Delayed - Traffic/Route,1
KSA-LOG-1680,NEOM Supply Hub,Madinah,Aramex KSA,643,2,5,94.42,7.19,Delayed - Warehouse,1
KSA-LOG-1681,Jeddah Port Hub,Khobar,SMSA Express,639,2,2,96.15,8.01,On-Time,0
KSA-LOG-1682,Jeddah Port Hub,Khobar,SAL Express,870,3,4,205.92,44.53,Delayed - Weather,1
KSA-LOG-1683,Dammam Logistics Gateway,Khobar,SAL Express,1246,4,6,242.73,47.22,Delayed - Customs,1
KSA-LOG-1684,Madinah Distribution Center,Dammam,SPL (Saudi Post),658,2,2,173.66,38.41,On-Time,0
KSA-LOG-1685,Dammam Logistics Gateway,Jeddah,Aramex KSA,539,2,4,70.04,0.77,Delayed - Customs,1
KSA-LOG-1686,Dammam Logistics Gateway,Dammam,Aramex KSA,444,2,3,61.94,0.57,Delayed - Customs,1
KSA-LOG-1687,Jeddah Port Hub,Tabuk,SPL (Saudi Post),945,3,3,148.65,19.22,On-Time,0
KSA-LOG-1688,NEOM Supply Hub,Tabuk,SMSA Express,1014,3,3,125.12,7.6,On-Time,0
KSA-LOG-1689,Jeddah Port Hub,Jeddah,SMSA Express,698,2,2,84.36,1.41,On-Time,0
KSA-LOG-1690,Riyadh Central Hub,Madinah,SMSA Express,798,2,2,147.51,23.47,On-Time,0
KSA-LOG-1691,Riyadh Central Hub,Jeddah,SAL Express,717,2,2,200.31,47.18,On-Time,0
KSA-LOG-1692,Riyadh Central Hub,NEOM,SMSA Express,1360,4,4,175.12,16.53,On-Time,0
KSA-LOG-1693,Jeddah Port Hub,Tabuk,Aramex KSA,1002,3,3,188.24,33.23,On-Time,0
KSA-LOG-1694,Jeddah Port Hub,Riyadh,Aramex KSA,919,3,6,180.5,32.79,Delayed - Customs,1
KSA-LOG-1695,Dammam Logistics Gateway,Riyadh,SPL (Saudi Post),594,2,3,104.85,12.93,Delayed - Customs,1
KSA-LOG-1696,Jeddah Port Hub,Madinah,SMSA Express,512,2,2,147.71,32.7,On-Time,0
KSA-LOG-1697,Dammam Logistics Gateway,NEOM,Aramex KSA,272,1,3,74.28,11.01,Delayed - Customs,1
KSA-LOG-1698,Jeddah Port Hub,Dammam,Aramex KSA,1361,4,4,150.23,6.54,On-Time,0
KSA-LOG-1699,Riyadh Central Hub,NEOM,SMSA Express,891,3,3,184.33,35.22,On-Time,0
KSA-LOG-1700,Riyadh Central Hub,Riyadh,Aramex KSA,829,3,3,106.62,6.12,On-Time,0
KSA-LOG-1701,Jeddah Port Hub,Riyadh,SAL Express,569,2,2,195.14,49.85,On-Time,0
KSA-LOG-1702,Riyadh Central Hub,Tabuk,SMSA Express,241,1,1,68.23,9.58,On-Time,0
KSA-LOG-1703,Jeddah Port Hub,NEOM,SAL Express,212,1,1,116.74,29.91,On-Time,0
KSA-LOG-1704,Jeddah Port Hub,NEOM,SMSA Express,661,2,2,130.03,20.86,On-Time,0
KSA-LOG-1705,Madinah Distribution Center,Riyadh,SMSA Express,1312,4,4,146.86,6.76,On-Time,0
KSA-LOG-1706,Riyadh Central Hub,Dammam,Aramex KSA,1358,4,4,138.34,1.88,On-Time,0
KSA-LOG-1707,NEOM Supply Hub,Madinah,SPL (Saudi Post),1378,4,4,213.56,31.33,On-Time,0
KSA-LOG-1708,Jeddah Port Hub,Khobar,Aramex KSA,921,3,5,199.76,40.43,Delayed - Customs,1
KSA-LOG-1709,Dammam Logistics Gateway,Madinah,Aramex KSA,1387,4,4,241.41,42.18,On-Time,0
KSA-LOG-1710,NEOM Supply Hub,NEOM,SMSA Express,405,2,2,118.38,24.39,On-Time,0
KSA-LOG-1711,Dammam Logistics Gateway,Madinah,Aramex KSA,284,1,1,145.17,38.98,On-Time,0
KSA-LOG-1712,Riyadh Central Hub,Riyadh,SAL Express,1024,3,3,191.44,33.81,On-Time,0
KSA-LOG-1713,Riyadh Central Hub,Riyadh,SAL Express,971,3,3,193.56,36.35,On-Time,0
KSA-LOG-1714,Riyadh Central Hub,NEOM,SMSA Express,237,1,1,106.16,24.88,On-Time,0
KSA-LOG-1715,Madinah Distribution Center,NEOM,SMSA Express,1137,3,3,195.58,31.85,On-Time,0
